Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2015,6,Middle East,Model 3,8899,9724,75823.95,100,573,764.87,Estimated (Region),11969,674.7573311
2018,2,North America,Model S,7777,8238,62724.52,100,557,649.77,Estimated (Region),12927,487.808592
2025,2,Middle East,Model Y,7540,8505,90014.78,82,469,530.44,Estimated (Region),4795,678.7114412
2023,3,Asia,Cybertruck,8116,8848,92442.19,75,426,518.61,Estimated (Region),13853,750.260814
2019,7,North America,Model 3,11549,12620,104702.35,120,702,1216.11,Official (Quarter),13013,1209.20744
2022,7,Asia,Model S,13013,13750,82457.31,60,332,648.05,Estimated (Region),10307,1073.016975
2018,6,Asia,Model S,11866,12603,117056.21,60,346,615.85,Interpolated (Month),10261,1388.988988
2015,6,Middle East,Cybertruck,14478,15062,76409.89,75,413,896.91,Official (Quarter),6864,1106.262387
2017,9,Middle East,Model 3,10579,11779,80960.57,75,439,696.63,Estimated (Region),7670,856.48187
2025,1,Europe,Cybertruck,10166,11068,101384.48,100,575,876.82,Interpolated (Month),12767,1030.674624
2024,11,Asia,Model S,6687,7081,54489.47,120,673,675.05,Estimated (Region),12514,364.3710859
2025,10,North America,Model X,16033,16582,79611.01,82,473,1137.54,Official (Quarter),13663,1276.403323
2017,8,Middle East,Model S,12673,14159,102622.29,60,354,672.94,Estimated (Region),9216,1300.532281
2016,7,Europe,Cybertruck,13821,14501,80381.36,100,554,1148.53,Estimated (Region),5647,1110.950777
2016,2,Europe,Model Y,12910,12986,58547.69,60,343,664.22,Interpolated (Month),14206,755.8506779
2015,3,Europe,Model 3,6612,7456,72184.54,82,457,453.25,Official (Quarter),9681,477.2841785
2019,2,Asia,Model 3,10886,11220,105859.86,60,352,574.78,Interpolated (Month),3765,1152.390436
2018,8,Middle East,Model 3,6056,6666,101051.69,75,434,394.25,Official (Quarter),5481,611.9690346
2018,3,Asia,Model Y,17318,18386,79924.05,120,679,1763.84,Estimated (Region),9770,1384.124698
2020,1,Middle East,Cybertruck,6748,7252,73067.13,75,429,434.23,Interpolated (Month),13283,493.0569932
2019,9,Europe,Model 3,10984,11720,104458.95,60,336,553.59,Estimated (Region),4974,1147.377107
2015,1,North America,Cybertruck,6367,6802,104962.32,82,459,438.37,Estimated (Region),9170,668.2950914
2021,8,Middle East,Model S,10233,11730,73326.92,120,695,1066.79,Estimated (Region),4082,750.3543724
2019,6,Middle East,Model X,11186,11734,74473.01,120,695,1166.14,Interpolated (Month),6290,833.0550899
2018,6,Middle East,Model X,17589,17847,53084.61,60,335,883.85,Interpolated (Month),9495,933.7052053
2017,11,North America,Model 3,6667,7125,100750.43,100,578,578.03,Estimated (Region),11006,671.7031168
2022,2,Middle East,Model S,4371,4439,106904.99,75,413,270.78,Interpolated (Month),10907,467.2817113
2024,2,Middle East,Model X,12916,13789,79672.98,60,345,668.4,Interpolated (Month),14340,1029.05621
2019,10,Europe,Model Y,10554,11418,56263.12,100,570,902.37,Official (Quarter),13239,593.8009685
2017,5,Asia,Cybertruck,2895,3028,74707.1,60,348,151.12,Official (Quarter),7008,216.2770545
2015,3,Asia,Model S,12060,13504,95497.48,82,479,866.51,Official (Quarter),12549,1151.699609
2018,7,Asia,Model Y,16516,18763,119407.29,75,420,1040.51,Official (Quarter),7265,1972.130802
2023,4,North America,Model X,12491,12935,70206.64,100,596,1116.7,Official (Quarter),12908,876.9511402
2022,8,North America,Model Y,17669,18984,107730.62,120,684,1812.84,Official (Quarter),4228,1903.492325
2018,6,Asia,Model Y,7543,7633,80928.36,100,558,631.35,Official (Quarter),5213,610.4426195
2019,8,Middle East,Model S,11957,12248,117182.2,82,485,869.87,Estimated (Region),13365,1401.147565
2019,11,Europe,Model 3,9749,11099,88137.73,120,676,988.55,Interpolated (Month),11428,859.2547298
2022,12,Europe,Model 3,13091,14830,101032.36,120,715,1404.01,Interpolated (Month),6991,1322.614625
2019,1,Asia,Model 3,12370,13923,66787.4,75,419,777.45,Official (Quarter),9058,826.160138
2016,8,Middle East,Cybertruck,14320,14659,98712.94,60,353,758.24,Estimated (Region),6801,1413.569301
2015,1,Middle East,Cybertruck,8803,9344,102888.58,60,336,443.67,Interpolated (Month),3923,905.7281697
2017,11,North America,Cybertruck,9790,10499,108676.13,60,340,499.29,Interpolated (Month),13317,1063.939313
2015,2,Middle East,Model S,5076,5146,112805.1,60,357,271.82,Interpolated (Month),10597,572.5986876
2025,5,Middle East,Model Y,9312,10589,59818.7,60,346,483.29,Interpolated (Month),10117,557.0317344
2017,3,North America,Cybertruck,16322,16958,74163.45,82,488,1194.77,Estimated (Region),6486,1210.495831
2018,11,North America,Model S,9342,9740,70227.8,82,466,653.01,Official (Quarter),7719,656.0681076
2022,9,North America,Model 3,11967,12515,102122.26,75,414,743.15,Official (Quarter),5631,1222.097085
2022,11,Asia,Model S,12632,13778,92986.35,120,691,1309.31,Interpolated (Month),4102,1174.603573
2017,3,Middle East,Model X,11422,13008,66007.37,82,477,817.24,Estimated (Region),5664,753.9361801
2022,2,Europe,Model S,3095,3369,101539.59,60,347,161.09,Interpolated (Month),3801,314.2650311
2025,10,North America,Model 3,5566,5721,63888.05,100,573,478.4,Estimated (Region),8899,355.6008863
2016,1,Europe,Model S,8875,9097,57319.75,82,477,635.01,Official (Quarter),11477,508.7127813
2018,4,North America,Cybertruck,5716,6185,62225.3,75,423,362.68,Official (Quarter),10965,355.6798148
2020,11,Europe,Cybertruck,10137,10384,112652.37,100,584,888,Official (Quarter),5998,1141.957075
2015,8,Asia,Cybertruck,10222,11128,77930.19,60,331,507.52,Official (Quarter),7022,796.6024022
2022,1,Europe,Model 3,4738,5389,59378.24,120,700,497.49,Estimated (Region),3052,281.3341011
2017,8,Europe,Model S,13987,15741,107497.19,75,444,931.53,Official (Quarter),8821,1503.563197
2025,7,Asia,Model X,16163,18239,71701.14,82,467,1132.22,Estimated (Region),7278,1158.905526
2020,8,Europe,Model 3,11092,11149,84829.63,100,557,926.74,Official (Quarter),5195,940.930256
2017,5,Europe,Cybertruck,8571,8637,85335.69,75,439,564.4,Interpolated (Month),13351,731.412199
2022,4,Middle East,Model Y,14998,16569,99275.51,120,689,1550.04,Official (Quarter),13978,1488.934099
2022,7,Middle East,Model 3,14063,14945,80859.86,100,581,1225.59,Official (Quarter),12293,1137.132211
2023,8,Europe,Model S,10073,11143,59410.18,60,354,534.88,Interpolated (Month),10273,598.4387431
2015,7,Europe,Model X,6676,7646,110585.5,100,590,590.83,Estimated (Region),6094,738.268798
2025,11,Middle East,Cybertruck,12586,14301,106595.93,82,487,919.41,Estimated (Region),3139,1341.616375
2023,5,Europe,Model 3,9249,10571,110580.06,100,564,782.47,Estimated (Region),4911,1022.754975
2019,2,North America,Model S,9582,10448,55580.06,120,700,1006.11,Interpolated (Month),14190,532.5681349
2025,11,Middle East,Model 3,4645,4827,65577.08,82,480,334.44,Interpolated (Month),4017,304.6055366
2015,10,Asia,Model S,9702,9971,87933.07,100,593,862.99,Estimated (Region),11786,853.1266451
2019,9,Middle East,Cybertruck,9845,11013,64063.79,75,442,652.72,Official (Quarter),13201,630.7080125
2019,2,Asia,Model X,3999,4181,118806.28,120,698,418.7,Estimated (Region),11612,475.1063137
2017,11,Middle East,Cybertruck,15553,16347,85740.65,100,580,1353.11,Official (Quarter),13927,1333.524329
2017,7,Europe,Model 3,8884,8977,62995.27,100,583,776.91,Interpolated (Month),13580,559.6499787
2015,10,North America,Model S,11024,12017,96552.57,100,558,922.71,Interpolated (Month),13972,1064.395532
2016,4,North America,Model 3,4520,4991,78302.31,82,468,317.3,Interpolated (Month),11611,353.9264412
2025,3,Europe,Model Y,10934,11208,118491.97,82,466,764.29,Interpolated (Month),4283,1295.5912
2019,6,North America,Model S,10583,11908,99724.61,75,416,660.38,Interpolated (Month),11831,1055.385548
2025,5,Asia,Model S,10564,10708,80551.39,100,579,917.48,Official (Quarter),9264,850.944884
2025,7,Asia,Model Y,7894,8880,53104.28,120,678,802.82,Interpolated (Month),11152,419.2051863
2019,6,Europe,Cybertruck,1126,1171,72096.79,120,667,112.66,Interpolated (Month),10866,81.18098554
2024,3,Europe,Model S,8148,8654,53118.96,82,483,590.32,Official (Quarter),11144,432.8132861
2020,3,North America,Model Y,12915,14450,63083.51,100,553,1071.3,Official (Quarter),14982,814.7235316
2015,1,Middle East,Model 3,11446,12752,89289.4,100,588,1009.54,Estimated (Region),8925,1022.006472
2025,12,North America,Model X,6293,6849,67797.67,82,461,435.16,Estimated (Region),8860,426.6507373
2017,4,Europe,Model 3,17905,19292,103114.34,120,676,1815.57,Official (Quarter),7236,1846.262258
2017,9,Middle East,Model Y,11470,11834,119694.18,75,449,772.5,Estimated (Region),10794,1372.892245
2024,12,North America,Model X,13738,14740,59411.99,120,677,1395.09,Interpolated (Month),10949,816.2019186
2025,1,Asia,Model X,12017,12840,72979.06,82,457,823.77,Official (Quarter),5011,876.989364
2021,4,North America,Cybertruck,9651,10024,111944.87,120,694,1004.67,Interpolated (Month),5653,1080.37994
2018,12,Middle East,Cybertruck,12282,13313,110055.44,100,583,1074.06,Interpolated (Month),8224,1351.700914
2024,9,Asia,Model 3,11553,12716,77241.52,120,689,1194,Official (Quarter),14878,892.3712806
2018,4,Middle East,Model X,13505,14142,56765.14,100,558,1130.37,Estimated (Region),14848,766.6132157
2015,12,Europe,Model S,11116,12262,54748.59,60,339,565.25,Official (Quarter),11498,608.5853264
2023,8,Asia,Cybertruck,12453,13590,78824.74,60,344,642.57,Interpolated (Month),7974,981.6044872
2022,6,Middle East,Cybertruck,4608,4831,72308.81,120,686,474.16,Estimated (Region),10514,333.1989965
2025,11,Europe,Model X,7622,8449,63017.43,100,595,680.26,Official (Quarter),12934,480.3188515
2024,6,Middle East,Model X,6679,6837,110242.31,75,429,429.79,Estimated (Region),14004,736.3083885
2023,9,Europe,Model S,6918,7421,74773.41,120,713,739.88,Estimated (Region),4990,517.2824504
2022,1,Asia,Model Y,9065,9932,94010.5,82,473,643.16,Estimated (Region),14836,852.2051825
2019,5,Europe,Model S,14511,15227,98536.43,120,705,1534.54,Estimated (Region),6649,1429.862136
2016,12,Europe,Cybertruck,8855,9679,64091.85,120,683,907.19,Interpolated (Month),3473,567.5333318
2018,12,Asia,Cybertruck,14998,15151,112817.81,100,555,1248.58,Interpolated (Month),6934,1692.041514
2025,11,Middle East,Model Y,15263,17269,109649.77,60,358,819.62,Interpolated (Month),9976,1673.58444
2017,8,Middle East,Cybertruck,14286,15301,100147.8,75,422,904.3,Official (Quarter),5427,1430.711471
2025,3,Asia,Model 3,12262,13318,106918.42,100,589,1083.35,Official (Quarter),13681,1311.033666
2020,1,Middle East,Model Y,9318,10366,98538.06,120,719,1004.95,Official (Quarter),6334,918.1776431
2019,10,Middle East,Model Y,9541,9782,82247.1,60,339,485.16,Interpolated (Month),3421,784.7195811
2020,11,Middle East,Model S,6085,6176,71674.23,60,349,318.55,Estimated (Region),10989,436.1376895
2025,12,Europe,Model S,11374,11433,82811.35,60,341,581.78,Official (Quarter),4642,941.8962949
2021,5,Europe,Model X,12865,13825,108926.61,60,354,683.13,Official (Quarter),7926,1401.340838
2025,9,Asia,Model X,12084,13554,65151.02,75,442,801.17,Interpolated (Month),7795,787.2849257
2020,6,North America,Model S,12434,12801,64947.62,100,583,1087.35,Interpolated (Month),7860,807.5587071
2025,7,Europe,Model 3,16165,17476,114908.59,60,357,865.64,Interpolated (Month),9152,1857.497357
2021,9,North America,Model Y,11828,12035,119010.09,120,678,1202.91,Official (Quarter),4563,1407.651345
2015,9,North America,Model S,8924,9038,119781.2,120,690,923.63,Official (Quarter),10144,1068.927429
2022,2,North America,Cybertruck,10571,11285,50815.14,60,346,548.63,Estimated (Region),10938,537.1668449
2018,12,Middle East,Model 3,8351,9440,56169.41,75,441,552.42,Estimated (Region),13170,469.0707429
2025,9,Europe,Model X,6319,6848,110295.39,60,354,335.54,Estimated (Region),6384,696.9565694
2018,8,Middle East,Model X,8863,9533,71853.28,120,685,910.67,Official (Quarter),10742,636.8356206
2022,12,Middle East,Cybertruck,13911,14029,118494.61,60,347,724.07,Interpolated (Month),9683,1648.37852
2022,11,North America,Cybertruck,10470,10759,70714.84,75,439,689.45,Official (Quarter),4011,740.3843748
2024,3,North America,Model S,3907,4416,80241.74,82,484,283.65,Estimated (Region),6160,313.5044782
2015,5,Middle East,Model Y,3622,3652,110530.57,60,354,192.33,Interpolated (Month),14996,400.3417245
2025,5,Middle East,Model 3,6902,7018,100871.84,120,716,741.27,Official (Quarter),10328,696.2174397
2016,1,Asia,Model Y,10480,10885,82383.61,82,486,763.99,Interpolated (Month),11726,863.3802328
2015,6,North America,Model Y,7006,7585,89265.66,75,445,467.65,Official (Quarter),7841,625.395214
2021,1,Europe,Model S,16493,17525,101147.53,100,576,1425,Official (Quarter),3890,1668.226212
2021,1,North America,Model Y,1385,1505,100007.13,75,446,92.66,Interpolated (Month),11465,138.5098751
2021,11,Europe,Model Y,9990,10820,89118.86,82,479,717.78,Estimated (Region),5129,890.2974114
2017,6,Europe,Model 3,5509,6002,110626.69,82,489,404.09,Official (Quarter),4270,609.4424352
2017,8,Europe,Model X,7497,8021,55298.98,60,341,383.47,Official (Quarter),12642,414.5764531
2022,1,Middle East,Model 3,7772,8489,107963.03,75,418,487.3,Interpolated (Month),10131,839.0886692
2023,10,North America,Model 3,11636,12345,61678.68,120,661,1153.71,Interpolated (Month),4600,717.6931205
2024,2,Middle East,Cybertruck,10257,11190,89536.89,120,711,1093.91,Estimated (Region),12859,918.3798807
2016,9,North America,Model Y,15648,17137,61616.84,82,487,1143.09,Estimated (Region),8129,964.1803123
2019,10,Asia,Cybertruck,12582,13593,77593.33,100,592,1117.28,Interpolated (Month),8915,976.2792781
2024,5,Middle East,Model S,11919,13335,103069.04,60,357,638.26,Interpolated (Month),3177,1228.479888
2022,1,North America,Model X,10780,11489,53141.67,60,357,577.27,Official (Quarter),8643,572.8672026
2023,7,Middle East,Model 3,11920,13072,103025.69,60,333,595.4,Official (Quarter),12998,1228.066225
2025,6,Europe,Cybertruck,12027,12592,96555.42,120,710,1280.88,Interpolated (Month),7324,1161.272036
2016,11,Asia,Model X,15569,17489,110029.36,100,595,1389.53,Interpolated (Month),8171,1713.047106
2024,8,North America,Model 3,8129,8264,100593.34,100,563,686.49,Estimated (Region),12840,817.7232609
2020,7,Europe,Model X,12980,14620,75352.71,100,583,1135.1,Estimated (Region),8649,978.0781758
2023,7,Europe,Cybertruck,8193,8455,50406.26,120,678,833.23,Interpolated (Month),11987,412.9784882
2018,9,North America,Model S,8643,9882,76367.35,60,340,440.79,Official (Quarter),3749,660.0430061
2025,9,Europe,Cybertruck,10381,11098,67623.16,75,426,663.35,Estimated (Region),12599,701.996024
2017,8,North America,Model Y,9061,10138,54833.21,75,430,584.43,Official (Quarter),9728,496.8437158
2024,12,Asia,Model Y,17324,19456,81581.48,82,475,1234.33,Interpolated (Month),13746,1413.31756
2025,3,Europe,Model S,13639,15599,80450.83,75,435,889.94,Official (Quarter),10995,1097.26887
2022,6,Europe,Model X,14719,15739,88440.08,75,448,989.12,Interpolated (Month),14983,1301.749538
2016,2,North America,Model X,4821,5380,59161.16,82,490,354.34,Estimated (Region),8445,285.2159524
2021,10,Asia,Cybertruck,18256,20576,50667.73,100,570,1560.89,Official (Quarter),13886,924.9900789
2020,12,Middle East,Model Y,7133,8020,99275.57,120,716,766.08,Estimated (Region),7907,708.1326408
2024,2,Middle East,Model Y,12422,12757,100689.52,60,354,659.61,Estimated (Region),11149,1250.765217
2023,3,Europe,Cybertruck,7822,7970,89595.14,60,334,391.88,Estimated (Region),11457,700.8131851
2022,7,North America,Model X,9618,10791,116824.64,100,596,859.85,Official (Quarter),13911,1123.619388
2017,9,North America,Model S,5641,5822,79739.56,75,446,377.38,Estimated (Region),9084,449.810858
2024,12,Europe,Model S,13871,14673,104537.29,60,351,730.31,Interpolated (Month),3714,1450.03675
2025,5,Middle East,Cybertruck,9413,10180,56933.95,82,464,655.14,Official (Quarter),3615,535.9192713
2023,2,Middle East,Cybertruck,4924,5240,56906.02,75,435,321.29,Interpolated (Month),4724,280.2052425
2017,1,Europe,Model Y,6923,7757,115045.96,75,427,443.42,Official (Quarter),13873,796.4631811
2022,9,North America,Model Y,12817,13582,90597.75,120,716,1376.55,Official (Quarter),3825,1161.191362
2022,3,Asia,Cybertruck,1738,1822,83295.85,82,475,123.83,Official (Quarter),14831,144.7681873
2015,8,Europe,Model 3,8920,9986,60494.22,100,561,750.62,Interpolated (Month),11667,539.6084424
2021,5,Asia,Cybertruck,8270,8687,66413.88,100,574,712.05,Interpolated (Month),9621,549.2427876
2023,4,Europe,Model 3,8269,9395,75423.24,60,338,419.24,Interpolated (Month),9008,623.6747716
2020,9,Europe,Cybertruck,4085,4224,114555.63,100,579,354.78,Estimated (Region),7559,467.9597486
2025,10,Europe,Model S,6234,7024,92150.8,60,343,320.74,Official (Quarter),7895,574.4680872
2017,9,Middle East,Cybertruck,1599,1791,100057.01,75,434,104.09,Official (Quarter),3640,159.991159
2022,6,Asia,Cybertruck,2877,3286,104403.01,60,338,145.86,Interpolated (Month),13130,300.3674598
2015,10,Europe,Model 3,20240,21254,103963.85,75,416,1262.98,Estimated (Region),3901,2104.228324
2019,10,Europe,Model X,10136,11624,85130.87,100,572,869.67,Estimated (Region),12041,862.8864983
2017,7,Europe,Model Y,5659,6096,87488.77,60,340,288.61,Official (Quarter),7245,495.0989494
2024,2,Asia,Model 3,5081,5645,93939.03,60,341,259.89,Official (Quarter),4692,477.3042114
2023,1,Asia,Model S,11307,12268,88740.07,75,413,700.47,Estimated (Region),8631,1003.383971
2015,10,Middle East,Model X,8150,8565,100733.67,60,331,404.65,Interpolated (Month),6783,820.9794105
2024,9,Europe,Model X,12707,13306,89277.71,100,576,1097.88,Estimated (Region),12881,1134.451861
2016,3,Asia,Model Y,4663,5336,83848.2,75,442,309.16,Interpolated (Month),9602,390.9841566
2018,3,Europe,Model 3,8163,8605,78591.89,100,583,713.85,Interpolated (Month),3680,641.5455981
2016,9,North America,Model S,8660,8899,112579.28,100,582,756.02,Interpolated (Month),4825,974.9365648
2015,7,North America,Model X,16092,17133,58930.62,100,564,1361.38,Interpolated (Month),7356,948.311537
2015,11,North America,Model X,8217,8736,101630.76,82,460,566.97,Interpolated (Month),4325,835.0999549
2018,6,Middle East,Model S,4979,5264,108740.26,75,417,311.44,Official (Quarter),9068,541.4177545
2024,7,Asia,Cybertruck,13917,14312,88350.96,75,413,862.16,Interpolated (Month),12170,1229.58031
2020,12,Middle East,Cybertruck,13238,14552,82539.83,82,476,945.19,Official (Quarter),8395,1092.66227
2022,3,Asia,Model Y,6140,6345,100218.25,82,489,450.37,Official (Quarter),9333,615.340055
2022,1,Middle East,Model S,12928,13924,108042.72,82,469,909.48,Estimated (Region),9850,1396.776284
2022,2,Europe,Model X,6243,6550,100430.36,82,477,446.69,Interpolated (Month),6993,626.9867375
2025,9,Europe,Model S,3139,3160,88476.88,120,688,323.94,Interpolated (Month),14134,277.7289263
2019,10,Asia,Model Y,10998,11172,85429.79,100,590,973.32,Estimated (Region),14233,939.5568304
